Geschäftsjahr;Haushaltskennzeichen;Teilabschnitt;POST;Finanzwirtschaftliches Kennzeichen;Konsument/Unternehmer;Quers;VRV-Querschnitt;Geschäftsgruppe lt. ANWR;Anweisungsrecht;Deckung;Antrag;Nachtrag;HH-Soll-Änderung;Rechnungs-Soll;Rechnungs-Ist;Kassenrest;Beschreibung;Beschreibung 2;Beschreibung 3;Bemerkungs-Kz;Anfangsbestand;Einnahmen-Ist;Ausgaben-Ist;Kassenbestand;Währung;GG-Budget;Zuständiger Referent;Sachbereich;Rechtliche Stellung;Finanzstelle;Nachweis
2012;0;0110;362130;;-;;-;1;PPO;;0;0;0;0;0;0;Gehaltsabzugsgebarung-aconto-Zahlungen;;;0;18.343,83;0;0;18.343,83;EUR;-;-;;-;MAG;
2012;0;0110;362140;;-;;-;1;PPO;;0;0;0;0;0;0;Gehaltsabzugsgebarung-Versicherungsprämien;;;0;1.983,86;0;0;1.983,86;EUR;-;-;;-;MAG;
2012;0;0110;362190;;-;;-;1;PPO;;0;0;0;0;0;0;Personalverpflegung AKh;;;0;2.398,84;0;0;2.398,84;EUR;-;-;;-;MAG;
2012;0;0110;362500;;-;;-;1;PPO;;0;0;0;0;0;0;Lohnabzugsgebarung-Lohnsteuer;;;0;-112,9;0;0;-112,9;EUR;-;-;;-;MAG;
2012;0;0110;362510;;-;;-;1;PPO;;0;0;0;0;0;0;Lohnabzugsgebarung-WF-Beitrag;;;0;0,05;0;0;0,05;EUR;-;-;;-;MAG;
2012;0;0110;362540;;-;;-;1;PPO;;0;0;0;0;0;0;Lohnabzugsgebarung-Sozialversicherung;;;0;-18,34;0;0;-18,34;EUR;-;-;;-;MAG;
2012;0;0110;362590;;-;;-;1;PPO;;0;0;0;0;0;0;Lohnabzugsgebarung-Kost- u. Wohnungsersätze;;;0;2.880,27;0;0;2.880,27;EUR;-;-;;-;MAG;
2012;0;0110;362610;;-;;-;1;PPO;;0;0;0;0;0;0;Lohnabzugsgebarung-fremde Gelder;;;0;-167,07;0;0;-167,07;EUR;-;-;;-;MAG;
2012;0;0110;362630;;-;;-;1;PPO;;0;0;0;0;0;0;Lohnabzugsgebarung-aconto-Zahlungen;;;0;1.333,33;0;0;1.333,33;EUR;-;-;;-;MAG;
2012;0;0110;362650;;-;;-;1;PPO;;0;0;0;0;0;0;Lohnabzugsgebarung-Versicherungsprämien;;;0;460,18;0;0;460,18;EUR;-;-;;-;MAG;
2012;0;0110;362660;;-;;-;1;PPO;;0;0;0;0;0;0;Lohnabzugsgebarung-FB-Ausgleichsfond;;;0;7,35;0;0;7,35;EUR;-;-;;-;MAG;
2012;0;0110;362900;;-;;-;1;PPO;;0;0;0;0;0;0;Dienstgeberbeiträge-FB-AF,WFB,SV,MKF;;;0;-11.123,26;0;0;-11.123,26;EUR;-;-;;-;MAG;
2012;0;0110;362910;;-;;-;1;PPO;;0;0;0;0;0;0;Sammelkonto Kommunalsteuer;;;0;375,93;0;0;375,93;EUR;-;-;;-;MAG;
2012;0;0110;900750;;-;;-;1;PPO;;0;0;0;0;0;0;Rückzahlungen Förderungen;;;0;0;1.460,00;0;1.460,00;EUR;;-;;-;MAG;
2012;0;0120;900000;;-;;-;3;ESA;;0;0;0;0;0;0;Verrechnungskonto Porto;;;0;-85.265,82;659.071,64;-673.052,31;-99.246,49;EUR;-;-;;-;MAG;
2012;0;0160;367000;;-;;-;1;ADV;;0;0;0;0;0;0;Haftungsrücklässe;;;0;-147,31;147,31;0;0;EUR;-;-;;-;MAG;
2012;0;0230;370000;;-;;-;3;ESA;;0;0;0;0;0;0;Stempelgebühren;;;0;2.791,86;1.079.339,01;-873.225,25;208.905,62;EUR;-;-;;G;MAG;
2012;0;0230;370001;;-;;-;3;ESA;;0;0;0;0;0;0;Eingabegebühr Schöffen;;;0;3.268,70;213,4;0;3.482,10;EUR;-;-;;-;MAG;
2012;0;0230;370002;;-;;-;3;ESA;;0;0;0;0;0;0;Sticker Stadtritual;;;0;2;0;0;2;EUR;;-;;-;MAG;
2012;0;0230;900001;;-;;-;3;ESA;;0;0;0;0;0;0;Geldfunde;;;0;10.071,80;8.648,19;-10.103,98;8.616,01;EUR;-;-;;-;MAG;
2012;0;0230;900002;;-;;-;3;ESA;;0;0;0;0;0;0;Strafen für andere Gemeinden;;;0;87;0;0;87;EUR;-;-;;-;MAG;
2012;0;0230;900003;;-;;-;3;ESA;;0;0;0;0;0;0;Pässe und Personalausweise, Kostenrefundierung;;;0;20,9;0;0;20,9;EUR;-;-;;-;MAG;
2012;0;0230;900004;;-;;-;3;ESA;;0;0;0;0;0;0;Zahlungen ohne Sollstellung;;;0;-2.445,21;549,3;-507,7;-2.403,61;EUR;-;-;;-;MAG;
2012;0;0290;900000;;-;;-;6;GM;;0;0;0;0;0;0;Einrichtung für andere Dienststellen;;;0;-2.281,94;0;0;-2.281,94;EUR;;-;;-;MAG;
2012;0;0300;361010;;-;;-;5;ABA;;0;0;0;0;0;0;Kommissionsgebühren für Arbeitsinspektorat;;;0;1.453,20;6.414,26;-6.449,40;1.418,06;EUR;;-;;-;MAG;
2012;0;0300;361020;;-;;-;5;ABA;;0;0;0;0;0;0;Kommissionsgebühren Bundespolizei;;;0;113,8;0;0;113,8;EUR;-;-;;-;MAG;
2012;0;0300;370000;;-;;-;5;ABA;;0;0;0;0;0;0;Stempelgebühren;;;0;0;210.540,91;-160.646,45;49.894,46;EUR;-;-;;G;MAG;
2012;0;0300;900002;;-;;-;5;ABA;;0;0;0;0;0;0;Barauslagen für Verkehrsarbeitsinspektorat;;;0;0;52,2;0;52,2;EUR;;-;;-;MAG;
2012;0;0301;379000;;-;;-;5;ABA;;0;0;0;0;0;0;Vorauszahlungen für Sicherungsarbeiten und;Ersatzvornahmen;;0;-13.787,21;34.333,08;-12.660,00;7.885,87;EUR;-;-;;-;MAG;
2012;0;0330;361010;;-;;-;5;ABA;;0;0;0;0;0;0;Kommissionsgebühren für Arbeitsinspektorat;;;0;-204,5;0;0;-204,5;EUR;;-;;-;MAG;
2012;0;0500;370000;;-;;-;3;BZVA;;0;0;0;0;0;0;Gewerbestrafen zu Gunsten der Handelskammer;;;0;39.435,50;45.553,67;-39.456,97;45.532,20;EUR;-;-;;A;MAG;
2012;0;0500;370001;;-;;-;3;BZVA;;0;0;0;0;0;0;Stempelgebühren;;;0;0;118.821,63;-90.633,70;28.187,93;EUR;;-;;G;MAG;
2012;0;0500;370002;;-;;-;3;BZVA;;0;0;0;0;0;0;Stempelgebühren;;;0;-14,3;78.083,12;-57.757,81;20.311,01;EUR;;-;;G;MAG;
2012;0;0500;900000;;-;;-;3;BZVA;;0;0;0;0;0;0;Strafen nach BStFG;;;0;19.161,33;98.804,87;-64.670,00;53.296,20;EUR;-;-;;A;MAG;
2012;0;0500;900001;;-;;-;3;BZVA;;0;0;0;0;0;0;Verrechnungskonto Jagdprüfungen;;;0;134,16;5.229,55;-5.043,55;320,16;EUR;-;-;;A;MAG;
2012;0;0500;900002;;-;;-;3;BZVA;;0;0;0;0;0;0;Strafen nach Güterbeförderungsgesetz;;;0;19.231,32;12.799,00;-13.458,00;18.572,32;EUR;-;-;;A;MAG;
2012;0;0500;900010;;-;;-;3;BZVA;;0;0;0;0;0;0;Sicherheitsleistungen Bettler;;;0;1.000,67;0;0;1.000,67;EUR;;-;;A;MAG;
2012;0;1620;379941;;-;;-;3;FW;;0;0;0;0;0;0;VK-HR Verpflegung FW;;;0;260,65;42.143,30;-88.223,85;-45.819,90;EUR;;-;;-;MAG;
2012;0;2700;900000;;-;;-;4;VHS;;0;0;0;0;0;0;Zahlungen ohne Sollstellung;;;0;0;6.569,02;-6.569,02;0;EUR;;-;;-;MAG;
2012;0;2730;900000;;-;;-;4;BIB;;0;0;0;0;0;0;Verrechnungskonto Leihgebühren;;;0;-502,4;0;0;-502,4;EUR;-;-;;-;MAG;
2012;0;3000;900750;;-;;-;4;LK;;0;0;0;0;0;0;Rückzahlungen Förderungen;;;0;4.150,00;700;-200;4.650,00;EUR;;-;;-;MAG;
2012;0;3290;900000;;-;;-;4;LK;;0;0;0;0;0;0;Verrechnungskonto Kulturhauptstadt Linz;;;0;102.000,00;0;-92.000,00;10.000,00;EUR;;-;;-;MAG;
2012;0;3410;900003;;-;;-;4;MUS;;0;0;0;0;0;0;Überschüsse;;;0;0;6.076,10;-5.721,80;354,3;EUR;;-;;-;MAG;
2012;0;3410;900005;;-;;-;4;MUS;;0;0;0;0;0;0;Puppenmuseum;;;0;0;543;-313;230;EUR;;-;;-;MAG;
2012;0;4010;370000;;-;;-;3;ASJF;;0;0;0;0;0;0;Alimente;;;0;-1.470.482,04;4.405.554,94;-4.435.544,46;-1.500.471,56;EUR;-;-;;-;MAG;
2012;0;4010;900001;;-;;-;3;ASJF;;0;0;0;0;0;0;Spenden;;;0;44.863,07;26.962,00;-36.962,53;34.862,54;EUR;;-;;-;MAG;
2012;0;4010;900750;;-;;-;3;ASJF;;0;0;0;0;0;0;Rückzahlungen Förderungen;;;0;8.000,00;0;0;8.000,00;EUR;;-;;-;MAG;
2012;0;4110;370000;;-;;-;3;ASJF;;0;0;0;0;0;0;Erhaltene Anzahlungen Arbeitnehmerveranlagung;;;0;173.643,67;364.008,84;-534.883,84;2.768,67;EUR;;-;;-;MAG;
2012;0;4111;370000;;-;;-;3;ASJF;;0;0;0;0;0;0;Arbeitnehmerveranlagung;;;0;2.923,52;1.034.070,75;-537.430,53;499.563,74;EUR;;-;;-;MAG;
2012;0;4111;370001;;-;;-;3;ASJF;;0;0;0;0;0;0;Tageszentren;;;0;1.027,66;0;0;1.027,66;EUR;-;-;;-;MAG;
2012;0;4111;900000;;-;;-;3;ASJF;;0;0;0;0;0;0;Verwahrung von Verlassenschaften und;Vermögen;;0;30;0;0;30;EUR;-;-;;-;MAG;
2012;0;4111;900001;;-;;-;3;ASJF;;0;0;0;0;0;0;Einhebung FB für Land OÖ;;;0;-211,72;0;0;-211,72;EUR;-;-;;-;MAG;
2012;0;4112;279000;;-;;-;3;ASJF;;0;0;0;0;0;0;Sonstige Vorschüsse,Wohnungsmieten;;;0;-1.010,59;0;0;-1.010,59;EUR;;-;;-;MAG;
2012;0;4112;362000;;-;;-;3;ASJF;;0;0;0;0;0;0;Gehaltsabzugsgebarung für Sozialhilfearbeiter;;;0;-268,75;0;0;-268,75;EUR;-;-;;-;MAG;
2012;0;4301;900000;;-;;-;3;KJS;;0;0;0;0;0;0;Verrechnungskonten;;;0;13.753,86;4.162,50;-4.223,24;13.693,12;EUR;-;-;;-;MAG;
2012;0;4390;279000;;-;;-;3;ASJF;;0;0;0;0;0;0;Anzahlung Miete;;;0;-2.084,95;7.810,66;-8.049,15;-2.323,44;EUR;-;-;;-;MAG;
2012;0;4390;370000;;-;;-;3;ASJF;;0;0;0;0;0;0;Rettet das Kind;;;0;1.400,00;9.506,18;-9.862,72;1.043,46;EUR;-;-;;-;MAG;
2012;0;5000;370000;;-;;-;3;GSA;;0;0;0;0;0;0;Stempelgebühren;;;0;0;31.032,10;-22.325,70;8.706,40;EUR;-;-;;G;MAG;
2012;0;5122;279000;;-;;-;3;GSA;;0;0;0;0;0;0;Sonstige Vorschüsse;;;0;0;19.554,12;-19.554,12;0;EUR;-;-;;-;MAG;
2012;0;5122;900000;;-;;-;3;GSA;;0;0;0;0;0;0;Verrechnungskonto für Impfungen;;;0;-63,23;158.364,07;-158.364,07;-63,23;EUR;-;-;;-;MAG;
2012;0;5200;900750;;-;;-;5;UTC;;0;0;0;0;0;0;Rückzahlungen Förderungen;;;0;5.000,00;0;0;5.000,00;EUR;;-;;-;MAG;
2012;0;6120;367000;;-;;-;5;ABA;;0;0;0;0;0;0;Aufschließungsbeiträge im Bauland,Wasser;;;0;4.988,95;5.391,19;-3.295,72;7.084,42;EUR;-;-;;O;MAG;
2012;0;6120;367001;;-;;-;5;ABA;;0;0;0;0;0;0;Aufschließungsbeiträge im Bauland,Kanal;;;0;5.895,29;13.028,26;-10.601,22;8.322,33;EUR;-;-;;O;MAG;
2012;0;6400;900001;;-;;-;2;FSA-1;;0;0;0;0;0;0;Einhebung fremder Parkgebühren;;;0;2.883,92;6.081,85;-7.906,73;1.059,04;EUR;-;-;;-;MAG;
2012;0;7700;510000;;-;;-;1;PPO;;0;0;0;0;0;0;Bezüge der Vertragsbediensteten der Verwaltung;;;0;-71.870,08;143.722,86;-149.104,05;-77.251,27;EUR;-;-;;-;MAG;
2012;0;8010;900000;;-;;-;6;GM;;0;0;0;0;0;0;Verrechnungskonten, Immobilien Linz GesmbH;;;0;-706,26;120;-168,2;-754,46;EUR;-;-;;-;MAG;
2012;0;8401;370000;;-;;-;6;TBL;;0;0;0;0;0;0;Gebühren für Bestandsverträge;;;0;1.231,58;3.435,41;-3.020,47;1.646,52;EUR;-;-;;-;MAG;
2012;0;8401;900000;;-;;-;6;TBL;;0;0;0;0;0;0;Verrechnungskonto Lichtmastwerbung;;;0;11.640,62;22.751,52;-22.126,04;12.266,10;EUR;-;-;;-;MAG;
2012;0;8530;900000;;-;;-;6;GM;;0;0;0;0;0;0;Zahlungen ohne Sollstellung;;;0;60;30.786,18;-29.070,33;1.775,85;EUR;-;-;;-;MAG;
2012;0;8590;370000;;-;;-;2;WSL-2;;0;0;0;0;0;0;Gebühren-Abgaben, Stempelgebührenersatz;;;0;0;7.305,29;-4.343,30;2.961,99;EUR;-;-;;-;MAG;
2012;0;8600;900750;;-;;-;6;SGL;;0;0;0;0;0;0;Rückzahlungen Förderungen;;;0;0;2.893,00;-2.893,00;0;EUR;;-;;-;MAG;
2012;0;8941;900001;;-;;-;2;STK-7;;0;0;0;0;0;0;Verrechnungskonto,Mehrzweck- und Sporthalle;;;0;0,04;0;0;0,04;EUR;-;-;;-;MAG;
2012;0;9000;370000;;-;;-;2;FSA-1;;0;0;0;0;0;0;Landesabgabe für Lustbarkeiten;;;0;15.530,10;0;0;15.530,10;EUR;-;-;;-;MAG;
2012;0;9000;900001;;-;;-;2;FSA;;0;0;0;0;0;0;Verrechnung Stempelmarken;;;0;0;390;-391,4;-1,4;EUR;-;-;;-;MAG;
2012;0;9000;900550;;-;;-;2;STK;;0;0;0;0;0;0;Ust Änderung AKH;;;0;0,03;0;0;0,03;EUR;-;-;;-;MAG;
2012;0;9001;211000;;-;;-;2;STK-8;;0;0;0;0;0;0;Termingelder;;;0;-18.400.000,00;18.400.000,00;0;0;EUR;-;-;;-;MAG;
2012;0;9001;279000;;-;;-;2;STK-4;;0;0;0;0;0;0;Sonstige Vorschüsse;;;0;0;9.035,77;-9.035,77;0;EUR;-;-;;-;MAG;
2012;0;9001;333000;;-;;-;2;STK-9;;0;0;0;0;0;0;Skontoverrechnungskonto;;;0;-261.497,90;435.079,26;-437.105,26;-263.523,90;EUR;;-;;-;MAG;
2012;0;9001;356000;;-;;-;2;STK-8;;0;0;0;0;0;0;Sonstige Schulden, Kassenkredite;;;0;126.600.000,00;870.630.000,00;-997.230.000,00;0;EUR;-;-;;-;MAG;
2012;0;9001;370000;;-;;-;2;STK-4;;0;0;0;0;0;0;Weiterleitung Stempelgebühren;;;0;264.472,05;1.172.596,29;-1.437.068,34;0;EUR;-;-;;-;MAG;
2012;0;9001;900002;;-;;-;2;STK;;0;0;0;0;0;0;Zahlungen ohne Sollstellung;;;0;215.193,56;344.430,60;-447.832,07;111.792,09;EUR;-;-;;-;MAG;
2012;0;9001;900750;;-;;-;2;STK;;0;0;0;0;0;0;Rückzahlungen Förderungen;;;0;1.500,00;9.809,04;-9.807,63;1.501,41;EUR;;-;;-;MAG;
2012;0;9002;367020;;-;;-;6;GM-6;;0;0;0;0;0;0;Kautionen;;;0;0;0;1.363,56;1.363,56;EUR;-;-;;-;MAG;
2012;0;9002;367030;;-;;-;2;WSL-2;;0;0;0;0;0;0;Kautionen;;;0;6.580,00;56.250,00;-17.750,00;45.080,00;EUR;-;-;;-;MAG;
2012;0;9002;367040;;-;;-;3;FW;;0;0;0;0;0;0;Kautionen;;;0;4.000,00;0;-4.000,00;0;EUR;;-;;-;MAG;
2012;0;9002;367080;;-;;-;6;TBL;;0;0;0;0;0;0;Kautionen;;;0;0;0;2.380,00;2.380,00;EUR;-;-;;-;MAG;
2012;0;9002;367200;;-;;-;6;SGL;;0;0;0;0;0;0;Kautionen;;;0;1.325,88;1.334,20;-1.350,58;1.309,50;EUR;-;-;;-;MAG;
2012;0;9002;900010;;-;;-;3;BZVA;;0;0;0;0;0;0;Verrechnungskonto;;;0;290,91;0;0;290,91;EUR;-;-;;A;MAG;
2012;0;9002;900100;;-;;-;3;BZVA;;0;0;0;0;0;0;Verrechnungskonto für BzVA;;;0;-47,02;-25,5;0;-72,52;EUR;-;-;;A;MAG;
2012;0;9002;900200;;-;;-;3;BZVA;;0;0;0;0;0;0;Einhebung für sonstige Körperschaften;;;0;38.405,47;75.112,69;-65.565,51;47.952,65;EUR;-;-;;A;MAG;
2012;0;9002;900201;;-;;-;3;BZVA;;0;0;0;0;0;0;Einhebung für Land OÖ.;;;0;4.369,46;10;-1.000,00;3.379,46;EUR;-;-;;A;MAG;
2012;0;9002;900202;;-;;-;3;BZVA;;0;0;0;0;0;0;Strafen nach AuslBG;;;0;93.349,12;72.165,16;-96.320,00;69.194,28;EUR;;-;;A;MAG;
2012;0;9002;900203;;-;;-;3;BZVA;;0;0;0;0;0;0;UVS Verfahrenskosten II.Instanz;;;0;6.719,36;3.199,23;-4.388,00;5.530,59;EUR;;-;;A;MAG;
2012;0;9002;900211;;-;;-;5;ABA;;0;0;0;0;0;0;Verfahrenskosten Rechtshilfe und;Geldstrafen;;0;-68;569,4;-572,4;-71;EUR;-;-;;-;MAG;
2012;0;9100;270000;;-;;-;2;STK;;0;0;0;0;0;0;Finanzamt Vorsteuer;;;0;73.978,02;6.045.375,42;-5.988.284,28;131.069,16;EUR;-;-;;-;MAG;
2012;0;9100;270002;;-;;-;2;STK;;0;0;0;0;0;0;Vorsteuer von Erwerbsteuer;;;0;400,97;24.504,92;-24.532,14;373,75;EUR;-;-;;-;MAG;
2012;0;9100;270003;;-;;-;2;STK;;0;0;0;0;0;0;Vorsteuer,USt f.Revers Charge;;;0;0;32.769,15;-30.020,71;2.748,44;EUR;-;-;;-;MAG;
2012;0;9100;356000;;-;;-;2;STK-8;;0;0;0;0;0;0;Sonstige Schulden, Kassenkredite;;;0;0;1.169.080.000,00;-1.083.430.000,00;85.650.000,00;EUR;;-;;-;MAG;
2012;0;9100;360000;;-;;-;2;STK;;0;0;0;0;0;0;Finanzamt Traglast;;;0;-446.044,68;3.085.804,77;-3.177.356,54;-537.596,45;EUR;-;-;;-;MAG;
2012;0;9100;360002;;-;;-;2;STK;;0;0;0;0;0;0;Erwerbsteuer;;;0;-1.361,34;-119,19;845,08;-635,45;EUR;-;-;;-;MAG;
2012;0;9100;360003;;-;;-;2;STK;;0;0;0;0;0;0;USt f.Revers Charge;;;0;-10,58;-110;-2.857,86;-2.978,44;EUR;-;-;;-;MAG;
2012;0;9100;900005;;-;;-;2;STK;;0;0;0;0;0;0;Zahllast;;;0;1.240.601,02;6.408.861,97;-6.011.506,87;1.637.956,12;EUR;;-;;-;MAG;
2012;0;9100;900010;;-;;-;2;STK-5;;0;0;0;0;0;0;Versicherungsprämie Wiener Städtische;;;0;-1.682,31;248.566,21;-246.883,90;0;EUR;-;-;;-;MAG;
2012;0;9100;900030;;-;;-;2;STK-8;;0;0;0;0;0;0;Handverlage;;;0;-49.865,00;1.705,06;-1.705,06;-49.865,00;EUR;-;-;;-;MAG;
2012;0;9100;900040;;-;;-;2;STK-8;;0;0;0;0;0;0;Mehrbeträge bei Einzahlungen, Mi;;;0;329,54;45.556,04;-40.709,90;5.175,68;EUR;;-;;-;MAG;
2012;0;9100;900041;;-;;-;2;STK-8;;0;0;0;0;0;0;Mehrbeträge bei Einzahlungen, Pre;;;0;15.155,48;43.353,80;-52.764,63;5.744,65;EUR;-;-;;-;MAG;
2012;0;9100;900042;;-;;-;2;STK-8;;0;0;0;0;0;0;Mehrbeträge bei Einzahlungen, Gru;;;0;892,55;48.075,71;-48.968,26;0;EUR;-;-;;-;MAG;
2012;0;9100;900043;;-;;-;2;STK-8;;0;0;0;0;0;0;Mehrbeträge bei Einzahlungen, Wa;;;0;33.875,26;243.589,46;-251.284,26;26.180,46;EUR;-;-;;-;MAG;
2012;0;9120;939001;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget GG 1;;;0;0;721.481,88;-721.481,88;0;EUR;-;-;;-;MAG;
2012;0;9120;939002;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget GG 2;;;0;0;755.183,62;-755.183,62;0;EUR;-;-;;-;MAG;
2012;0;9120;939003;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget GG 3;;;0;0;198.880,46;-198.880,46;0;EUR;-;-;;-;MAG;
2012;0;9120;939004;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget GG 4;;;0;0;1.035.907,35;-1.035.907,35;0;EUR;-;-;;-;MAG;
2012;0;9120;939005;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget GG 5;;;0;0;264.593,58;-264.593,58;0;EUR;-;-;;-;MAG;
2012;0;9120;939006;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget GG 6;;;0;0;1.580.182,62;-1.580.182,62;0;EUR;-;-;;-;MAG;
2012;0;9120;939010;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget MUS;;;0;0;2.807,06;-2.807,06;0;EUR;-;-;;-;MAG;
2012;0;9120;939012;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget KJS;;;0;0;1.028.483,63;-1.028.483,63;0;EUR;;-;;-;MAG;
2012;0;9120;939030;;-;;-;2;STK;;0;0;0;0;0;0;Ausgleichsrücklage;;;0;0;18.341.516,01;-15.631.412,76;2.710.103,25;EUR;-;-;;-;MAG;
2012;0;9120;939060;;-;;-;2;STK;;0;0;0;0;0;0;Rücklagen mit Zweckwidmung;;;0;269.302,30;565.177,40;-143.381,71;691.097,99;EUR;;-;;-;MAG;
2012;0;9120;939120;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage für kommunale Forschung;;;0;33.160,87;0;-13.367,12;19.793,75;EUR;-;-;;-;MAG;
2012;0;9120;939310;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage GG-Budget Märkte;;;0;0;20.942,03;-20.942,03;0;EUR;-;-;;-;MAG;
2012;0;9120;939600;;-;;-;2;STK;;0;0;0;0;0;0;Rücklage MKF;;;0;5.887.423,80;985.274,73;0;6.872.698,53;EUR;;-;;-;MAG;
2012;0;9170;366000;;-;;-;2;STK-5;;0;0;0;0;0;0;Bertil-Östbo-Brucknerstiftung;;;0;10.289,67;560,91;-70,5;10.780,08;EUR;-;-;;-;MAG;
2012;0;9170;366010;;-;;-;2;STK-5;;0;0;0;0;0;0;Franz Honauersche Blindenstiftung;;;0;45.660,44;11.937,03;-21.105,00;36.492,47;EUR;-;-;;-;MAG;
2012;0;9170;366020;;-;;-;2;STK-5;;0;0;0;0;0;0;Moritz u.Betty Quireinsche Stipendienstift.;;;0;44.110,01;3.268,58;-4.588,80;42.789,79;EUR;-;-;;-;MAG;
2012;0;9170;366040;;-;;-;2;STK-5;;0;0;0;0;0;0;Senator h.c.Wilhelm Wilfling;Franz Hillinger Seniorenheim Stiftung;;0;7.688,32;843,88;-66,81;8.465,39;EUR;-;-;;-;MAG;
2012;1;0000;040000;3;0;;41;1;BST;104;0;0;0;10.840,57;10.006,68;833,89;Fahrzeuge;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0000;400001;1;0;;23;1;BST;104;300;0;0;168,8;168,8;0;Geringw.Wirtschaftsgüter-Anlagevermögen;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0000;401003;1;0;;23;1;BST;104;23.000,00;0;0;21.586,55;19.573,85;2.012,70;Materialien;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;
2012;1;0000;500010;0;0;;20;1;BST;240;660.000,00;0;0;663.345,37;663.345,37;0;Bezüge der Beamten,allgemeine Verwaltung;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;P
2012;1;0000;501100;0;0;;20;1;BST;240;112.800,00;0;0;123.666,31;123.666,31;0;Bezüge der Beamten,handwerkl.Verwendung,PKW-Fahrer;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;P
2012;1;0000;510000;0;0;;20;1;BST;240;675.500,00;0;106.000,00;699.472,39;699.472,39;0;Bezüge der Vertragsangestellten;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;P
2012;1;0000;511100;0;0;;20;1;BST;240;160.300,00;0;0;179.042,28;179.042,28;0;Bezüge der Vertragsarbeiter;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;P
2012;1;0000;521099;0;0;;20;1;BST;240;58.400,00;0;0;81.266,59;81.266,59;0;Bezüge Arbeiter ganzjährig beschäftigt;;;0;0;0;0;0;EUR;61;-;VWA;P;MAG;P
